LSOA21CD,LSOA21NM,LSOA21NMW,WD25CD,WD25NM,WD25NMW,LAD25CD,LAD25NM,LAD25NMW,ObjectId
E01029288,Somerset West and Taunton 011C,,E05014339,Bishop's Hull & Taunton West,,E06000066,Somerset,,9439
E01029115,Sedgemoor 002E,,E05014348,Burnham on Sea North,,E06000066,Somerset,,9441
E01029289,Somerset West and Taunton 011D,,E05014339,Bishop's Hull & Taunton West,,E06000066,Somerset,,9445
E01029116,Sedgemoor 004B,,E05014348,Burnham on Sea North,,E06000066,Somerset,,9447
E01029275,Somerset West and Taunton 009D,,E05014340,Blackdown & Neroche,,E06000066,Somerset,,9451
E01029120,Sedgemoor 004E,,E05014348,Burnham on Sea North,,E06000066,Somerset,,9453
E01035130,Somerset West and Taunton 018F,,E05014340,Blackdown & Neroche,,E06000066,Somerset,,9457
E01029119,Sedgemoor 004D,,E05014348,Burnham on Sea North,,E06000066,Somerset,,9459
E01029261,Somerset West and Taunton 019A,,E05014340,Blackdown & Neroche,,E06000066,Somerset,,9463
E01029117,Sedgemoor 004C,,E05014348,Burnham on Sea North,,E06000066,Somerset,,9466
E01029270,Somerset West and Taunton 019B,,E05014340,Blackdown & Neroche,,E06000066,Somerset,,9469
E01029114,Sedgemoor 004A,,E05014348,Burnham on Sea North,,E06000066,Somerset,,9471
E01035129,Somerset West and Taunton 018E,,E05014340,Blackdown & Neroche,,E06000066,Somerset,,9475
E01029123,Sedgemoor 007C,,E05014349,Cannington,,E06000066,Somerset,,9477
E01029206,South Somerset 008C,,E05014341,Blackmoor Vale,,E06000066,Somerset,,9481
E01029122,Sedgemoor 007B,,E05014349,Cannington,,E06000066,Somerset,,9483
E01029207,South Somerset 008D,,E05014341,Blackmoor Vale,,E06000066,Somerset,,9487
E01029125,Sedgemoor 007E,,E05014349,Cannington,,E06000066,Somerset,,9489
E01029154,South Somerset 008A,,E05014341,Blackmoor Vale,,E06000066,Somerset,,9493
E01032634,Sedgemoor 011G,,E05014349,Cannington,,E06000066,Somerset,,9495
E01029155,South Somerset 005A,,E05014341,Blackmoor Vale,,E06000066,Somerset,,9499
E01029121,Sedgemoor 007A,,E05014349,Cannington,,E06000066,Somerset,,9501
E01029156,South Somerset 008B,,E05014341,Blackmoor Vale,,E06000066,Somerset,,9503
E01029124,Sedgemoor 007D,,E05014349,Cannington,,E06000066,Somerset,,9507
E01035112,Sedgemoor 002H,,E05014342,Brent,,E06000066,Somerset,,9511
E01029199,South Somerset 006D,,E05014350,Castle Cary,,E06000066,Somerset,,9513
E01032633,Sedgemoor 002G,,E05014342,Brent,,E06000066,Somerset,,9517
E01029165,South Somerset 006B,,E05014350,Castle Cary,,E06000066,Somerset,,9519
E01029089,Sedgemoor 002C,,E05014342,Brent,,E06000066,Somerset,,9523
E01029166,South Somerset 002A,,E05014350,Castle Cary,,E06000066,Somerset,,9525
E01029086,Sedgemoor 003A,,E05014342,Brent,,E06000066,Somerset,,9529
E01029164,South Somerset 006A,,E05014350,Castle Cary,,E06000066,Somerset,,9531
E01035113,Sedgemoor 002I,,E05014342,Brent,,E06000066,Somerset,,9535
E01029168,South Somerset 002C,,E05014350,Castle Cary,,E06000066,Somerset,,9537
E01029137,Sedgemoor 012B,,E05014343,Bridgwater East & Bawdrip,,E06000066,Somerset,,9541
E01029167,South Somerset 002B,,E05014350,Castle Cary,,E06000066,Somerset,,9543
E01035115,Sedgemoor 010F,,E05014343,Bridgwater East & Bawdrip,,E06000066,Somerset,,9548
E01029169,South Somerset 022A,,E05014351,Chard North,,E06000066,Somerset,,9552
E01029108,Sedgemoor 010D,,E05014343,Bridgwater East & Bawdrip,,E06000066,Somerset,,9553
E01029171,South Somerset 023B,,E05014351,Chard North,,E06000066,Somerset,,9557
E01029093,Sedgemoor 008A,,E05014343,Bridgwater East & Bawdrip,,E06000066,Somerset,,9559
E01029092,Sedgemoor 010C,,E05014343,Bridgwater East & Bawdrip,,E06000066,Somerset,,9564
E01029173,South Somerset 022C,,E05014351,Chard North,,E06000066,Somerset,,9617
E01035119,Sedgemoor 014J,,E05014376,North Petherton,,E06000066,Somerset,,9621
E01029295,Somerset West and Taunton 019C,,E05014384,Taunton South,,E06000066,Somerset,,9634
E01029139,Sedgemoor 012D,,E05014367,King Alfred,,E06000066,Somerset,,9654
E01029327,Somerset West and Taunton 004A,,E05014359,Dunster,,E06000066,Somerset,,9655
E01029236,South Somerset 014D,,E05014391,Yeovil East,,E06000066,Somerset,,9656
E01029259,Somerset West and Taunton 006B,,E05014368,Lydeard,,E06000066,Somerset,,9658
E01029246,South Somerset 016C,,E05014392,Yeovil South,,E06000066,Somerset,,9659
E01029280,Somerset West and Taunton 014A,,E05014384,Taunton South,,E06000066,Somerset,,9660
E01029322,Somerset West and Taunton 002A,,E05014359,Dunster,,E06000066,Somerset,,9661
E01029143,Sedgemoor 014D,,E05014376,North Petherton,,E06000066,Somerset,,9662
E01029258,Somerset West and Taunton 006A,,E05014368,Lydeard,,E06000066,Somerset,,9663
E01029170,South Somerset 023A,,E05014351,Chard North,,E06000066,Somerset,,9664
E01029243,South Somerset 018C,,E05014392,Yeovil South,,E06000066,Somerset,,9665
E01029296,Somerset West and Taunton 019D,,E05014384,Taunton South,,E06000066,Somerset,,9666
E01035120,Sedgemoor 014K,,E05014376,North Petherton,,E06000066,Somerset,,9667
E01029037,Mendip 007C,,E05014360,Frome East,,E06000066,Somerset,,9669
E01029153,South Somerset 024A,,E05014351,Chard North,,E06000066,Somerset,,9670
E01029287,Somerset West and Taunton 011B,,E05014377,Rowbarton & Staplegrove,,E06000066,Somerset,,9671
E01029283,Somerset West and Taunton 014C,,E05014384,Taunton South,,E06000066,Somerset,,9672
E01035126,South Somerset 015F,,E05014392,Yeovil South,,E06000066,Somerset,,9673
E01032652,Somerset West and Taunton 012E,,E05014368,Lydeard,,E06000066,Somerset,,9674
E01029241,South Somerset 016A,,E05014392,Yeovil South,,E06000066,Somerset,,9675
E01029282,Somerset West and Taunton 008A,,E05014384,Taunton South,,E06000066,Somerset,,9676
E01029276,Somerset West and Taunton 007A,,E05014377,Rowbarton & Staplegrove,,E06000066,Somerset,,9677
E01029260,Somerset West and Taunton 006C,,E05014368,Lydeard,,E06000066,Somerset,,9679
E01029172,South Somerset 022B,,E05014351,Chard North,,E06000066,Somerset,,9680
E01029244,South Somerset 018D,,E05014392,Yeovil South,,E06000066,Somerset,,9681
E01035111,Mendip 007H,,E05014360,Frome East,,E06000066,Somerset,,9682
E01029321,Somerset West and Taunton 013C,,E05014385,Upper Tone,,E06000066,Somerset,,9683
E01029299,Somerset West and Taunton 011E,,E05014377,Rowbarton & Staplegrove,,E06000066,Somerset,,9684
E01029268,Somerset West and Taunton 006D,,E05014368,Lydeard,,E06000066,Somerset,,9686
E01032651,Somerset West and Taunton 012D,,E05014368,Lydeard,,E06000066,Somerset,,9687
E01029202,South Somerset 009A,,E05014369,Martock,,E06000066,Somerset,,9688
E01029192,South Somerset 017D,,E05014369,Martock,,E06000066,Somerset,,9689
E01029214,South Somerset 017G,,E05014369,Martock,,E06000066,Somerset,,9690
E01029203,South Somerset 009B,,E05014369,Martock,,E06000066,Somerset,,9691
E01029204,South Somerset 009C,,E05014369,Martock,,E06000066,Somerset,,9692
E01029198,South Somerset 006C,,E05014369,Martock,,E06000066,Somerset,,9693
E01029205,South Somerset 009D,,E05014369,Martock,,E06000066,Somerset,,9694
E01029025,Mendip 002B,,E05014370,Mendip Central and East,,E06000066,Somerset,,9695
E01029021,Mendip 010B,,E05014370,Mendip Central and East,,E06000066,Somerset,,9696
E01029058,Mendip 010E,,E05014370,Mendip Central and East,,E06000066,Somerset,,9697
E01029020,Mendip 010A,,E05014370,Mendip Central and East,,E06000066,Somerset,,9698
E01029024,Mendip 002A,,E05014371,Mendip Hills,,E06000066,Somerset,,9699
E01029056,Mendip 006B,,E05014371,Mendip Hills,,E06000066,Somerset,,9700
E01029018,Mendip 006A,,E05014371,Mendip Hills,,E06000066,Somerset,,9701
E01035107,Mendip 002F,,E05014371,Mendip Hills,,E06000066,Somerset,,9702
E01029068,Mendip 002D,,E05014371,Mendip Hills,,E06000066,Somerset,,9703
E01029027,Mendip 010C,,E05014372,Mendip South,,E06000066,Somerset,,9704
E01029019,Mendip 013A,,E05014372,Mendip South,,E06000066,Somerset,,9705
E01029059,Mendip 013B,,E05014372,Mendip South,,E06000066,Somerset,,9706
E01029077,Mendip 013C,,E05014372,Mendip South,,E06000066,Somerset,,9707
E01029028,Mendip 010D,,E05014372,Mendip South,,E06000066,Somerset,,9708
E01035109,Mendip 005F,,E05014373,Mendip West,,E06000066,Somerset,,9709
E01035108,Mendip 005E,,E05014373,Mendip West,,E06000066,Somerset,,9710
E01029052,Mendip 005A,,E05014373,Mendip West,,E06000066,Somerset,,9711
E01029054,Mendip 012B,,E05014373,Mendip West,,E06000066,Somerset,,9712
E01029055,Mendip 012C,,E05014373,Mendip West,,E06000066,Somerset,,9713
E01029060,Mendip 005B,,E05014373,Mendip West,,E06000066,Somerset,,9714
E01029329,Somerset West and Taunton 001B,,E05014374,Minehead,,E06000066,Somerset,,9715
E01029333,Somerset West and Taunton 002C,,E05014374,Minehead,,E06000066,Somerset,,9716
E01032636,Somerset West and Taunton 001D,,E05014374,Minehead,,E06000066,Somerset,,9717
E01029331,Somerset West and Taunton 002B,,E05014374,Minehead,,E06000066,Somerset,,9718
E01029330,Somerset West and Taunton 001C,,E05014374,Minehead,,E06000066,Somerset,,9719
E01029271,Somerset West and Taunton 009A,,E05014375,Monkton & North Curry,,E06000066,Somerset,,9720
