LSOA21CD,LSOA21NM,LSOA21NMW,WD25CD,WD25NM,WD25NMW,LAD25CD,LAD25NM,LAD25NMW,ObjectId
E01029216,South Somerset 010B,,E05014380,South Petherton & Islemoor,,E06000066,Somerset,,9855
E01029215,South Somerset 017H,,E05014354,Coker,,E06000066,Somerset,,9856
E01029218,South Somerset 010D,,E05014380,South Petherton & Islemoor,,E06000066,Somerset,,9857
E01029213,South Somerset 017F,,E05014354,Coker,,E06000066,Somerset,,9858
E01029190,South Somerset 017B,,E05014380,South Petherton & Islemoor,,E06000066,Somerset,,9859
E01029178,South Somerset 020A,,E05014354,Coker,,E06000066,Somerset,,9860
E01029076,Mendip 012E,,E05014381,Street,,E06000066,Somerset,,9861
E01029266,Somerset West and Taunton 015A,,E05014355,Comeytrowe & Trull,,E06000066,Somerset,,9862
E01029073,Mendip 014D,,E05014381,Street,,E06000066,Somerset,,9863
E01029303,Somerset West and Taunton 015E,,E05014355,Comeytrowe & Trull,,E06000066,Somerset,,9864
E01029070,Mendip 014A,,E05014381,Street,,E06000066,Somerset,,9865
E01029264,Somerset West and Taunton 016B,,E05014355,Comeytrowe & Trull,,E06000066,Somerset,,9866
E01029071,Mendip 014B,,E05014381,Street,,E06000066,Somerset,,9867
E01029301,Somerset West and Taunton 015D,,E05014355,Comeytrowe & Trull,,E06000066,Somerset,,9868
E01029074,Mendip 012D,,E05014381,Street,,E06000066,Somerset,,9869
E01029265,Somerset West and Taunton 016C,,E05014355,Comeytrowe & Trull,,E06000066,Somerset,,9870
E01029075,Mendip 014E,,E05014381,Street,,E06000066,Somerset,,9871
E01029263,Somerset West and Taunton 016A,,E05014355,Comeytrowe & Trull,,E06000066,Somerset,,9872
E01029072,Mendip 014C,,E05014381,Street,,E06000066,Somerset,,9873
E01029308,Somerset West and Taunton 016E,,E05014355,Comeytrowe & Trull,,E06000066,Somerset,,9874
E01029312,Somerset West and Taunton 018B,,E05014387,Wellington,,E06000066,Somerset,,9875
E01029292,Somerset West and Taunton 014D,,E05014382,Taunton East,,E06000066,Somerset,,9876
E01029182,South Somerset 021A,,E05014356,Crewkerne,,E06000066,Somerset,,9877
E01029023,Mendip 001B,,E05014361,Frome North,,E06000066,Somerset,,9879
E01029293,Somerset West and Taunton 014E,,E05014382,Taunton East,,E06000066,Somerset,,9880
E01035132,Somerset West and Taunton 017F,,E05014387,Wellington,,E06000066,Somerset,,9881
E01029044,Mendip 001C,,E05014362,Frome West,,E06000066,Somerset,,9882
E01029183,South Somerset 021B,,E05014356,Crewkerne,,E06000066,Somerset,,9884
E01029286,Somerset West and Taunton 015C,,E05014382,Taunton East,,E06000066,Somerset,,9885
E01029311,Somerset West and Taunton 018A,,E05014387,Wellington,,E06000066,Somerset,,9886
E01029042,Mendip 004C,,E05014362,Frome West,,E06000066,Somerset,,9887
E01029184,South Somerset 021C,,E05014356,Crewkerne,,E06000066,Somerset,,9889
E01029291,Somerset West and Taunton 008B,,E05014382,Taunton East,,E06000066,Somerset,,9890
E01029078,Mendip 008A,,E05014388,Wells,,E06000066,Somerset,,9891
E01029040,Mendip 007F,,E05014362,Frome West,,E06000066,Somerset,,9892
E01029185,South Somerset 021D,,E05014356,Crewkerne,,E06000066,Somerset,,9894
E01029294,Somerset West and Taunton 008C,,E05014382,Taunton East,,E06000066,Somerset,,9895
E01029084,Mendip 006D,,E05014388,Wells,,E06000066,Somerset,,9896
E01029285,Somerset West and Taunton 011A,,E05014382,Taunton East,,E06000066,Somerset,,9897
E01029186,South Somerset 021E,,E05014356,Crewkerne,,E06000066,Somerset,,9898
E01029039,Mendip 007E,,E05014362,Frome West,,E06000066,Somerset,,9899
E01029083,Mendip 005D,,E05014388,Wells,,E06000066,Somerset,,9901
E01029284,Somerset West and Taunton 015B,,E05014382,Taunton East,,E06000066,Somerset,,9902
E01029200,South Somerset 004A,,E05014357,Curry Rivel & Langport,,E06000066,Somerset,,9903
E01029043,Mendip 004D,,E05014362,Frome West,,E06000066,Somerset,,9905
E01029079,Mendip 008B,,E05014388,Wells,,E06000066,Somerset,,9906
E01029297,Somerset West and Taunton 010A,,E05014383,Taunton North,,E06000066,Somerset,,9907
E01029222,South Somerset 004C,,E05014357,Curry Rivel & Langport,,E06000066,Somerset,,9908
E01029041,Mendip 004B,,E05014362,Frome West,,E06000066,Somerset,,9910
E01029080,Mendip 008C,,E05014388,Wells,,E06000066,Somerset,,9911
E01029319,Somerset West and Taunton 007E,,E05014383,Taunton North,,E06000066,Somerset,,9912
E01029201,South Somerset 004B,,E05014357,Curry Rivel & Langport,,E06000066,Somerset,,9913
E01029053,Mendip 001D,,E05014362,Frome West,,E06000066,Somerset,,9915
E01029082,Mendip 008E,,E05014388,Wells,,E06000066,Somerset,,9916
E01029298,Somerset West and Taunton 010B,,E05014383,Taunton North,,E06000066,Somerset,,9917
E01029163,South Somerset 010A,,E05014357,Curry Rivel & Langport,,E06000066,Somerset,,9918
E01032627,Mendip 011F,,E05014363,Glastonbury,,E06000066,Somerset,,9920
E01029081,Mendip 008D,,E05014388,Wells,,E06000066,Somerset,,9921
E01029305,Somerset West and Taunton 010D,,E05014383,Taunton North,,E06000066,Somerset,,9922
E01029188,South Somerset 007B,,E05014357,Curry Rivel & Langport,,E06000066,Somerset,,9923
E01029046,Mendip 011A,,E05014363,Glastonbury,,E06000066,Somerset,,9925
E01029228,South Somerset 005C,,E05014389,Wincanton & Bruton,,E06000066,Somerset,,9926
E01029300,Somerset West and Taunton 011F,,E05014383,Taunton North,,E06000066,Somerset,,9927
E01029187,South Somerset 007A,,E05014357,Curry Rivel & Langport,,E06000066,Somerset,,9928
E01029051,Mendip 011E,,E05014363,Glastonbury,,E06000066,Somerset,,9930
E01029157,South Somerset 001A,,E05014389,Wincanton & Bruton,,E06000066,Somerset,,9931
E01029304,Somerset West and Taunton 010C,,E05014383,Taunton North,,E06000066,Somerset,,9932
E01029197,South Somerset 007D,,E05014357,Curry Rivel & Langport,,E06000066,Somerset,,9933
E01029047,Mendip 012A,,E05014363,Glastonbury,,E06000066,Somerset,,9935
E01029229,South Somerset 005D,,E05014389,Wincanton & Bruton,,E06000066,Somerset,,9936
E01029307,Somerset West and Taunton 010E,,E05014383,Taunton North,,E06000066,Somerset,,9937
E01029338,Somerset West and Taunton 005C,,E05014358,Dulverton & Exmoor,,E06000066,Somerset,,9938
E01029050,Mendip 011D,,E05014363,Glastonbury,,E06000066,Somerset,,9940
E01029118,Sedgemoor 005A,,E05014364,Highbridge & Burnham South,,E06000066,Somerset,,9941
E01029132,Sedgemoor 005C,,E05014364,Highbridge & Burnham South,,E06000066,Somerset,,9942
E01029131,Sedgemoor 005B,,E05014364,Highbridge & Burnham South,,E06000066,Somerset,,9943
E01029133,Sedgemoor 005D,,E05014364,Highbridge & Burnham South,,E06000066,Somerset,,9944
E01029134,Sedgemoor 005E,,E05014364,Highbridge & Burnham South,,E06000066,Somerset,,9945
E01029136,Sedgemoor 006B,,E05014365,Huntspill,,E06000066,Somerset,,9946
E01029151,Sedgemoor 012F,,E05014365,Huntspill,,E06000066,Somerset,,9947
E01029135,Sedgemoor 006A,,E05014365,Huntspill,,E06000066,Somerset,,9948
E01029152,Sedgemoor 006D,,E05014365,Huntspill,,E06000066,Somerset,,9949
E01029145,Sedgemoor 006C,,E05014365,Huntspill,,E06000066,Somerset,,9950
E01029208,South Somerset 019D,,E05014366,Ilminster,,E06000066,Somerset,,9951
E01029193,South Somerset 019A,,E05014366,Ilminster,,E06000066,Somerset,,9952
E01029230,South Somerset 024D,,E05014366,Ilminster,,E06000066,Somerset,,9953
E01029195,South Somerset 019C,,E05014366,Ilminster,,E06000066,Somerset,,9954
E01029194,South Somerset 019B,,E05014366,Ilminster,,E06000066,Somerset,,9955
E01029209,South Somerset 019E,,E05014366,Ilminster,,E06000066,Somerset,,9956
E01029149,Sedgemoor 003D,,E05014367,King Alfred,,E06000066,Somerset,,9957
E01029147,Sedgemoor 003B,,E05014367,King Alfred,,E06000066,Somerset,,9958
E01029150,Sedgemoor 012E,,E05014367,King Alfred,,E06000066,Somerset,,9959
E01029148,Sedgemoor 003C,,E05014367,King Alfred,,E06000066,Somerset,,9960
E01029130,Sedgemoor 012A,,E05014367,King Alfred,,E06000066,Somerset,,9961
E01029336,Somerset West and Taunton 002D,,E05014358,Dulverton & Exmoor,,E06000066,Somerset,,9962
E01029281,Somerset West and Taunton 014B,,E05014384,Taunton South,,E06000066,Somerset,,9963
E01029325,Somerset West and Taunton 005A,,E05014358,Dulverton & Exmoor,,E06000066,Somerset,,9964
E01029328,Somerset West and Taunton 005B,,E05014358,Dulverton & Exmoor,,E06000066,Somerset,,9965
E01029221,South Somerset 001C,,E05014389,Wincanton & Bruton,,E06000066,Somerset,,9966
E01029334,Somerset West and Taunton 003B,,E05014359,Dunster,,E06000066,Somerset,,9968
E01029227,South Somerset 005B,,E05014389,Wincanton & Bruton,,E06000066,Somerset,,9969
E01029326,Somerset West and Taunton 003A,,E05014359,Dunster,,E06000066,Somerset,,9971
E01029158,South Somerset 001B,,E05014389,Wincanton & Bruton,,E06000066,Somerset,,9972
E01029335,Somerset West and Taunton 004B,,E05014359,Dunster,,E06000066,Somerset,,9974
E01029231,South Somerset 014A,,E05014390,Yeovil Central,,E06000066,Somerset,,9975
E01029324,Somerset West and Taunton 001A,,E05014359,Dunster,,E06000066,Somerset,,9977
E01029235,South Somerset 014C,,E05014390,Yeovil Central,,E06000066,Somerset,,9978
E01029239,South Somerset 015C,,E05014390,Yeovil Central,,E06000066,Somerset,,9980
E01029233,South Somerset 014B,,E05014390,Yeovil Central,,E06000066,Somerset,,9982
E01029232,South Somerset 015A,,E05014390,Yeovil Central,,E06000066,Somerset,,9984
E01029254,South Somerset 011D,,E05014390,Yeovil Central,,E06000066,Somerset,,9987
E01029250,South Somerset 012C,,E05014390,Yeovil Central,,E06000066,Somerset,,9989
E01029252,South Somerset 011B,,E05014391,Yeovil East,,E06000066,Somerset,,9991
E01029237,South Somerset 014E,,E05014391,Yeovil East,,E06000066,Somerset,,9993
E01029238,South Somerset 011A,,E05014391,Yeovil East,,E06000066,Somerset,,9995
E01035121,South Somerset 011E,,E05014391,Yeovil East,,E06000066,Somerset,,9997
E01035122,South Somerset 011F,,E05014391,Yeovil East,,E06000066,Somerset,,9999
E01029240,South Somerset 015D,,E05014391,Yeovil East,,E06000066,Somerset,,10000
E01019889,East Devon 005D,,E05011782,Axminster,,E07000040,East Devon,,10548
E01034618,East Devon 005F,,E05011782,Axminster,,E07000040,East Devon,,10554
E01019887,East Devon 005B,,E05011782,Axminster,,E07000040,East Devon,,10560
E01019888,East Devon 005C,,E05011782,Axminster,,E07000040,East Devon,,10566
E01034619,East Devon 005G,,E05011782,Axminster,,E07000040,East Devon,,10572
E01019890,East Devon 009A,,E05011783,Beer & Branscombe,,E07000040,East Devon,,10579
E01019946,East Devon 010A,,E05011783,Beer & Branscombe,,E07000040,East Devon,,10585
E01034621,East Devon 021D,,E05011784,Broadclyst,,E07000040,East Devon,,10590
E01019891,East Devon 021B,,E05011784,Broadclyst,,E07000040,East Devon,,10596
E01034622,East Devon 021E,,E05011784,Broadclyst,,E07000040,East Devon,,10602
E01034620,East Devon 021C,,E05011784,Broadclyst,,E07000040,East Devon,,10608
E01019894,East Devon 017A,,E05011785,Budleigh & Raleigh,,E07000040,East Devon,,10614
E01019945,East Devon 013B,,E05011785,Budleigh & Raleigh,,E07000040,East Devon,,10620
E01019896,East Devon 017C,,E05011785,Budleigh & Raleigh,,E07000040,East Devon,,10626
E01019895,East Devon 017B,,E05011785,Budleigh & Raleigh,,E07000040,East Devon,,10661
E01019897,East Devon 017D,,E05011785,Budleigh & Raleigh,,E07000040,East Devon,,10665
E01019898,East Devon 014A,,E05011786,Clyst Valley,,E07000040,East Devon,,10673
E01019901,East Devon 009B,,E05011787,Coly Valley,,E07000040,East Devon,,10676
E01019899,East Devon 007A,,E05011787,Coly Valley,,E07000040,East Devon,,10681
E01019900,East Devon 007B,,E05011787,Coly Valley,,E07000040,East Devon,,10686
E01034627,East Devon 022D,,E05011788,Cranbrook,,E07000040,East Devon,,10691
E01034626,East Devon 022C,,E05011788,Cranbrook,,E07000040,East Devon,,10696
E01034624,East Devon 022A,,E05011788,Cranbrook,,E07000040,East Devon,,10701
E01034625,East Devon 022B,,E05011788,Cranbrook,,E07000040,East Devon,,10706
E01019938,East Devon 001B,,E05011789,Dunkeswell & Otterhead,,E07000040,East Devon,,10711
E01019902,East Devon 001A,,E05011789,Dunkeswell & Otterhead,,E07000040,East Devon,,10719
E01019903,East Devon 021A,,E05011790,Exe Valley,,E07000040,East Devon,,10725
E01019905,East Devon 015B,,E05011791,Exmouth Brixington,,E07000040,East Devon,,10730
E01019923,East Devon 018D,,E05011791,Exmouth Brixington,,E07000040,East Devon,,10735
E01019904,East Devon 015A,,E05011791,Exmouth Brixington,,E07000040,East Devon,,10740
E01019924,East Devon 018E,,E05011791,Exmouth Brixington,,E07000040,East Devon,,10745
E01019907,East Devon 015D,,E05011791,Exmouth Brixington,,E07000040,East Devon,,10750
E01019911,East Devon 016D,,E05011792,Exmouth Halsdon,,E07000040,East Devon,,10755
E01019910,East Devon 016C,,E05011792,Exmouth Halsdon,,E07000040,East Devon,,10756
E01019909,East Devon 016B,,E05011792,Exmouth Halsdon,,E07000040,East Devon,,10757
E01019906,East Devon 015C,,E05011792,Exmouth Halsdon,,E07000040,East Devon,,10758
E01019908,East Devon 016A,,E05011792,Exmouth Halsdon,,E07000040,East Devon,,10759
E01019915,East Devon 020D,,E05011793,Exmouth Littleham,,E07000040,East Devon,,10760
E01019914,East Devon 020C,,E05011793,Exmouth Littleham,,E07000040,East Devon,,10761
E01019913,East Devon 020B,,E05011793,Exmouth Littleham,,E07000040,East Devon,,10762
E01019912,East Devon 020A,,E05011793,Exmouth Littleham,,E07000040,East Devon,,10763
E01019917,East Devon 019B,,E05011794,Exmouth Town,,E07000040,East Devon,,10764
E01020189,South Hams 010C,,E05010137,Kingsbridge,,E07000044,South Hams,,10801
E01020168,South Hams 010A,,E05010137,Kingsbridge,,E07000044,South Hams,,10802
E01020142,South Hams 006A,,E05010138,Loddiswell & Aveton Gifford,,E07000044,South Hams,,10803
E01020170,South Hams 004C,,E05010139,Marldon & Littlehempston,,E07000044,South Hams,,10804
E01020149,South Hams 001D,,E05010140,Newton & Yealmpton,,E07000044,South Hams,,10805
E01020171,South Hams 009A,,E05010140,Newton & Yealmpton,,E07000044,South Hams,,10806
E01020190,South Hams 008D,,E05010140,Newton & Yealmpton,,E07000044,South Hams,,10807
E01020179,South Hams 012C,,E05010141,Salcombe & Thurlestone,,E07000044,South Hams,,10808
E01020172,South Hams 012A,,E05010141,Salcombe & Thurlestone,,E07000044,South Hams,,10809
E01020173,South Hams 012B,,E05010141,Salcombe & Thurlestone,,E07000044,South Hams,,10810
E01020177,South Hams 002E,,E05010142,South Brent,,E07000044,South Hams,,10811
E01020157,South Hams 002B,,E05010142,South Brent,,E07000044,South Hams,,10812
E01020176,South Hams 002D,,E05010142,South Brent,,E07000044,South Hams,,10813
E01020178,South Hams 011C,,E05010143,Stokenham,,E07000044,South Hams,,10814
E01020183,South Hams 003D,,E05010144,Totnes,,E07000044,South Hams,,10815
E01020181,South Hams 003B,,E05010144,Totnes,,E07000044,South Hams,,10816
E01020182,South Hams 003C,,E05010144,Totnes,,E07000044,South Hams,,10817
E01020184,South Hams 003E,,E05010144,Totnes,,E07000044,South Hams,,10818
E01020180,South Hams 003A,,E05010144,Totnes,,E07000044,South Hams,,10819
E01020187,South Hams 009D,,E05010145,Wembury & Brixton,,E07000044,South Hams,,10820
E01020185,South Hams 009B,,E05010145,Wembury & Brixton,,E07000044,South Hams,,10821
E01020186,South Hams 009C,,E05010145,Wembury & Brixton,,E07000044,South Hams,,10822
E01020143,South Hams 006B,,E05010146,West Dart,,E07000044,South Hams,,10823
E01020188,South Hams 004D,,E05010146,West Dart,,E07000044,South Hams,,10824
E01020144,South Hams 001A,,E05010147,Woolwell,,E07000044,South Hams,,10825
E01020146,South Hams 001C,,E05010147,Woolwell,,E07000044,South Hams,,10826
E01020191,Teignbridge 013A,,E05011892,Ambrook,,E07000045,Teignbridge,,10827
E01020192,Teignbridge 019A,,E05011892,Ambrook,,E07000045,Teignbridge,,10828
E01020194,Teignbridge 013B,,E05011892,Ambrook,,E07000045,Teignbridge,,10829
E01020198,Teignbridge 017D,,E05011893,Ashburton & Buckfastleigh,,E07000045,Teignbridge,,10830
E01020197,Teignbridge 017C,,E05011893,Ashburton & Buckfastleigh,,E07000045,Teignbridge,,10831
E01020195,Teignbridge 017A,,E05011893,Ashburton & Buckfastleigh,,E07000045,Teignbridge,,10832
E01020259,Teignbridge 003C,,E05011893,Ashburton & Buckfastleigh,,E07000045,Teignbridge,,10833
E01020193,Teignbridge 019B,,E05011893,Ashburton & Buckfastleigh,,E07000045,Teignbridge,,10834
E01020196,Teignbridge 017B,,E05011893,Ashburton & Buckfastleigh,,E07000045,Teignbridge,,10835
E01020199,Teignbridge 017E,,E05011893,Ashburton & Buckfastleigh,,E07000045,Teignbridge,,10836
E01019916,East Devon 019A,,E05011794,Exmouth Town,,E07000040,East Devon,,10837
E01020201,Teignbridge 011B,,E05011894,Bishopsteignton,,E07000045,Teignbridge,,10838
E01020200,Teignbridge 011A,,E05011894,Bishopsteignton,,E07000045,Teignbridge,,10839
E01020203,Teignbridge 004A,,E05011895,Bovey,,E07000045,Teignbridge,,10840
E01020204,Teignbridge 007B,,E05011895,Bovey,,E07000045,Teignbridge,,10841
E01020202,Teignbridge 007A,,E05011895,Bovey,,E07000045,Teignbridge,,10842
E01020206,Teignbridge 004B,,E05011895,Bovey,,E07000045,Teignbridge,,10843
E01020209,Teignbridge 012B,,E05011896,Bradley,,E07000045,Teignbridge,,10844
E01034167,Teignbridge 013E,,E05011896,Bradley,,E07000045,Teignbridge,,10845
E01034168,Teignbridge 013F,,E05011896,Bradley,,E07000045,Teignbridge,,10846
E01020210,Teignbridge 012C,,E05011896,Bradley,,E07000045,Teignbridge,,10847
E01020208,Teignbridge 012A,,E05011896,Bradley,,E07000045,Teignbridge,,10848
E01020211,Teignbridge 014A,,E05011897,Buckland & Milber,,E07000045,Teignbridge,,10849
E01020214,Teignbridge 016C,,E05011897,Buckland & Milber,,E07000045,Teignbridge,,10850
E01020213,Teignbridge 016B,,E05011897,Buckland & Milber,,E07000045,Teignbridge,,10851
E01020263,Teignbridge 001C,,E05011912,Teign Valley,,E07000045,Teignbridge,,10852
E01020053,Mid Devon 004B,,E05014811,Tiverton Cranmore,,E07000042,Mid Devon,,10853
E01019968,Exeter 014A,,E05011011,Alphington,,E07000041,Exeter,,10854
E01020215,Teignbridge 016D,,E05011897,Buckland & Milber,,E07000045,Teignbridge,,10855
E01020110,North Devon 005E,,E05012424,Heanton Punchardon,,E07000043,North Devon,,10856
E01020013,Exeter 013C,,E05011019,Priory,,E07000041,Exeter,,10857
E01019919,East Devon 019D,,E05011794,Exmouth Town,,E07000040,East Devon,,10858
E01020111,North Devon 001A,,E05012425,Ilfracombe East,,E07000043,North Devon,,10859
E01020212,Teignbridge 016A,,E05011897,Buckland & Milber,,E07000045,Teignbridge,,10860
E01020274,Teignbridge 001D,,E05011912,Teign Valley,,E07000045,Teignbridge,,10861
E01020051,Mid Devon 002B,,E05014811,Tiverton Cranmore,,E07000042,Mid Devon,,10862
E01019918,East Devon 019C,,E05011794,Exmouth Town,,E07000040,East Devon,,10863
E01019970,Exeter 014C,,E05011011,Alphington,,E07000041,Exeter,,10864
E01020112,North Devon 001B,,E05012425,Ilfracombe East,,E07000043,North Devon,,10865
E01020216,Teignbridge 015A,,E05011898,Bushell,,E07000045,Teignbridge,,10866
E01020273,Teignbridge 003D,,E05011912,Teign Valley,,E07000045,Teignbridge,,10867
E01020014,Exeter 013D,,E05011019,Priory,,E07000041,Exeter,,10868
E01034637,Mid Devon 002F,,E05014812,Tiverton Lowman,,E07000042,Mid Devon,,10869
E01019921,East Devon 018B,,E05011795,Exmouth Withycombe Raleigh,,E07000040,East Devon,,10870
E01020019,Exeter 004B,,E05011012,Duryard and St James,,E07000041,Exeter,,10871
E01020113,North Devon 003A,,E05012425,Ilfracombe East,,E07000043,North Devon,,10872
E01020218,Teignbridge 014C,,E05011898,Bushell,,E07000045,Teignbridge,,10873
E01020266,Teignbridge 008B,,E05011913,Teignmouth Central,,E07000045,Teignbridge,,10874
E01020017,Exeter 008D,,E05011020,St David's,,E07000041,Exeter,,10875
E01034636,Mid Devon 002E,,E05014812,Tiverton Lowman,,E07000042,Mid Devon,,10876
E01019920,East Devon 018A,,E05011795,Exmouth Withycombe Raleigh,,E07000040,East Devon,,10877
E01034628,Exeter 001G,,E05011012,Duryard and St James,,E07000041,Exeter,,10878
E01020115,North Devon 001D,,E05012425,Ilfracombe East,,E07000043,North Devon,,10879
E01020217,Teignbridge 014B,,E05011898,Bushell,,E07000045,Teignbridge,,10880
E01020264,Teignbridge 010A,,E05011913,Teignmouth Central,,E07000045,Teignbridge,,10881
E01034631,Exeter 008G,,E05011020,St David's,,E07000041,Exeter,,10882
E01020067,Mid Devon 004D,,E05014812,Tiverton Lowman,,E07000042,Mid Devon,,10883
E01019922,East Devon 018C,,E05011795,Exmouth Withycombe Raleigh,,E07000040,East Devon,,10884
E01034629,Exeter 001H,,E05011012,Duryard and St James,,E07000041,Exeter,,10885
E01020114,North Devon 001C,,E05012425,Ilfracombe East,,E07000043,North Devon,,10886
E01020219,Teignbridge 012D,,E05011898,Bushell,,E07000045,Teignbridge,,10887
E01020265,Teignbridge 008A,,E05011913,Teignmouth Central,,E07000045,Teignbridge,,10888
E01034630,Exeter 008F,,E05011020,St David's,,E07000041,Exeter,,10889
E01019971,Exeter 014D,,E05011020,St David's,,E07000041,Exeter,,10890
E01020018,Exeter 008E,,E05011020,St David's,,E07000041,Exeter,,10891
E01020027,Exeter 011B,,E05011021,St Loyes,,E07000041,Exeter,,10892
E01020026,Exeter 011A,,E05011021,St Loyes,,E07000041,Exeter,,10893
E01033234,Exeter 011G,,E05011021,St Loyes,,E07000041,Exeter,,10894
E01033232,Exeter 011F,,E05011021,St Loyes,,E07000041,Exeter,,10895
E01019974,Exeter 012B,,E05011022,St Thomas,,E07000041,Exeter,,10896
E01019975,Exeter 010A,,E05011022,St Thomas,,E07000041,Exeter,,10897
E01020031,Exeter 010D,,E05011022,St Thomas,,E07000041,Exeter,,10898
E01020030,Exeter 010C,,E05011022,St Thomas,,E07000041,Exeter,,10899
E01019976,Exeter 012C,,E05011022,St Thomas,,E07000041,Exeter,,10900
E01020029,Exeter 010B,,E05011022,St Thomas,,E07000041,Exeter,,10901
E01020032,Exeter 010E,,E05011022,St Thomas,,E07000041,Exeter,,10902
E01034634,Exeter 015G,,E05011023,Topsham,,E07000041,Exeter,,10903
E01033236,Exeter 015F,,E05011023,Topsham,,E07000041,Exeter,,10904
E01034635,Exeter 015H,,E05011023,Topsham,,E07000041,Exeter,,10905
E01020012,Exeter 015B,,E05011023,Topsham,,E07000041,Exeter,,10906
E01034633,Exeter 011I,,E05011023,Topsham,,E07000041,Exeter,,10907
E01033235,Exeter 015E,,E05011023,Topsham,,E07000041,Exeter,,10908
E01020043,Mid Devon 008A,,E05014796,Bradninch,,E07000042,Mid Devon,,10909
E01020044,Mid Devon 008B,,E05014797,Cadbury,,E07000042,Mid Devon,,10910
E01020045,Mid Devon 006A,,E05014798,Canonsleigh,,E07000042,Mid Devon,,10911
E01020046,Mid Devon 001A,,E05014798,Canonsleigh,,E07000042,Mid Devon,,10912
E01020050,Mid Devon 001C,,E05014799,Clare & Shuttern,,E07000042,Mid Devon,,10913
E01020049,Mid Devon 001B,,E05014799,Clare & Shuttern,,E07000042,Mid Devon,,10914
E01020042,Mid Devon 011B,,E05014800,Crediton Boniface,,E07000042,Mid Devon,,10915
E01020041,Mid Devon 011A,,E05014800,Crediton Boniface,,E07000042,Mid Devon,,10916
E01020061,Mid Devon 011D,,E05014801,Crediton Lawrence,,E07000042,Mid Devon,,10917
E01020060,Mid Devon 011C,,E05014801,Crediton Lawrence,,E07000042,Mid Devon,,10918
E01020058,Mid Devon 007D,,E05014802,Cullompton Padbrook,,E07000042,Mid Devon,,10919
E01020057,Mid Devon 007C,,E05014802,Cullompton Padbrook,,E07000042,Mid Devon,,10920
E01020056,Mid Devon 008C,,E05014802,Cullompton Padbrook,,E07000042,Mid Devon,,10921
E01020054,Mid Devon 007A,,E05014803,Cullompton St Andrews,,E07000042,Mid Devon,,10922
E01020055,Mid Devon 007B,,E05014803,Cullompton St Andrews,,E07000042,Mid Devon,,10923
E01020059,Mid Devon 006B,,E05014805,Halberton,,E07000042,Mid Devon,,10924
E01020064,Mid Devon 006D,,E05014806,Lower Culm,,E07000042,Mid Devon,,10925
E01020062,Mid Devon 006C,,E05014806,Lower Culm,,E07000042,Mid Devon,,10926
E01020063,Mid Devon 003A,,E05014806,Lower Culm,,E07000042,Mid Devon,,10927
E01020070,Mid Devon 010C,,E05014807,Sandford & Creedy,,E07000042,Mid Devon,,10928
E01020069,Mid Devon 010B,,E05014807,Sandford & Creedy,,E07000042,Mid Devon,,10929
E01020071,Mid Devon 008D,,E05014808,Silverton,,E07000042,Mid Devon,,10930
E01020073,Mid Devon 009B,,E05014809,Taw Vale,,E07000042,Mid Devon,,10931
E01020048,Mid Devon 005A,,E05014810,Tiverton Castle,,E07000042,Mid Devon,,10932
E01020047,Mid Devon 002A,,E05014810,Tiverton Castle,,E07000042,Mid Devon,,10933
E01020052,Mid Devon 004A,,E05014811,Tiverton Cranmore,,E07000042,Mid Devon,,10934
E01020065,Mid Devon 004C,,E05014812,Tiverton Lowman,,E07000042,Mid Devon,,10935
E01020268,Teignbridge 008D,,E05011914,Teignmouth East,,E07000045,Teignbridge,,10936
E01020079,Mid Devon 005C,,E05014813,Tiverton Westexe,,E07000042,Mid Devon,,10937
E01020269,Teignbridge 010B,,E05011914,Teignmouth East,,E07000045,Teignbridge,,10938
E01020080,Mid Devon 002D,,E05014813,Tiverton Westexe,,E07000042,Mid Devon,,10939
E01020078,Mid Devon 005B,,E05014813,Tiverton Westexe,,E07000042,Mid Devon,,10940
E01019925,East Devon 004A,,E05011796,Feniton,,E07000040,East Devon,,10941
E01020223,Teignbridge 004F,,E05011899,Chudleigh,,E07000045,Teignbridge,,10942
E01020267,Teignbridge 008C,,E05011914,Teignmouth East,,E07000045,Teignbridge,,10943
E01020081,Mid Devon 005D,,E05014813,Tiverton Westexe,,E07000042,Mid Devon,,10944
E01020022,Exeter 004E,,E05011012,Duryard and St James,,E07000041,Exeter,,10945
E01020271,Teignbridge 010C,,E05011915,Teignmouth West,,E07000045,Teignbridge,,10946
E01020116,North Devon 003B,,E05012426,Ilfracombe West,,E07000043,North Devon,,10947
E01020272,Teignbridge 010D,,E05011915,Teignmouth West,,E07000045,Teignbridge,,10948
E01020118,North Devon 003D,,E05012426,Ilfracombe West,,E07000043,North Devon,,10949
E01020270,Teignbridge 008E,,E05011915,Teignmouth West,,E07000045,Teignbridge,,10950
E01020074,Mid Devon 003B,,E05014814,Upper Culm,,E07000042,Mid Devon,,10951
E01020221,Teignbridge 004D,,E05011899,Chudleigh,,E07000045,Teignbridge,,10952
E01020117,North Devon 003C,,E05012426,Ilfracombe West,,E07000043,North Devon,,10953
E01019959,East Devon 004D,,E05011796,Feniton,,E07000040,East Devon,,10954
E01020021,Exeter 004D,,E05011012,Duryard and St James,,E07000041,Exeter,,10955
E01020276,Torridge 001B,,E05011916,Appledore,,E07000046,Torridge,,10956
E01020075,Mid Devon 003C,,E05014814,Upper Culm,,E07000042,Mid Devon,,10957
